Taxon	Module	AF58_S44__interleaved_Abundance-RPKs	AF60_S79__interleaved_Abundance-RPKs	AF77_S14__interleaved_Abundance-RPKs	AF69_S38__interleaved_Abundance-RPKs	AF72_S54__interleaved_Abundance-RPKs	AF15_S62__interleaved_Abundance-RPKs	AF78_S16__interleaved_Abundance-RPKs	AF28_S21__interleaved_Abundance-RPKs	AF61_S50__interleaved_Abundance-RPKs	AF11_S70__interleaved_Abundance-RPKs	AF33_S15__interleaved_Abundance-RPKs	AF29_S10__interleaved_Abundance-RPKs	AF01_S88__interleaved_Abundance-RPKs	AF14_S47__interleaved_Abundance-RPKs	AF70_S17__interleaved_Abundance-RPKs	AF83_S53__interleaved_Abundance-RPKs	AF03_S22__interleaved_Abundance-RPKs	AF24_S65__interleaved_Abundance-RPKs	AF23_S76__interleaved_Abundance-RPKs	AF16_S12__interleaved_Abundance-RPKs	AF22_S59__interleaved_Abundance-RPKs	AF46_S84__interleaved_Abundance-RPKs	AF19_S87__interleaved_Abundance-RPKs	AF76_S40__interleaved_Abundance-RPKs	AF51_S34__interleaved_Abundance-RPKs	AF18_S72__interleaved_Abundance-RPKs	AF75_S28__interleaved_Abundance-RPKs	AF35_S19__interleaved_Abundance-RPKs	AF38_S55__interleaved_Abundance-RPKs	AF42_S33__interleaved_Abundance-RPKs	AF41_S66__interleaved_Abundance-RPKs	AF89_S94__interleaved_Abundance-RPKs	AF90_S9__interleaved_Abundance-RPKs	AF27_S52__interleaved_Abundance-RPKs	AF54_S1__interleaved_Abundance-RPKs	AF93_S77__interleaved_Abundance-RPKs	AF32_S2__interleaved_Abundance-RPKs	AF55_S20__interleaved_Abundance-RPKs	AF04_S45__interleaved_Abundance-RPKs	AF10_S92__interleaved_Abundance-RPKs	AF53_S42__interleaved_Abundance-RPKs	AF80_S37__interleaved_Abundance-RPKs	AF44_S31__interleaved_Abundance-RPKs	AF06_S67__interleaved_Abundance-RPKs	AF34_S41__interleaved_Abundance-RPKs	AF92_S63__interleaved_Abundance-RPKs	AF65_S80__interleaved_Abundance-RPKs	AF74_S35__interleaved_Abundance-RPKs	AF91_S23__interleaved_Abundance-RPKs	AF64_S82__interleaved_Abundance-RPKs	AF48_S89__interleaved_Abundance-RPKs	AF88_S48__interleaved_Abundance-RPKs	AF25_S7__interleaved_Abundance-RPKs	AF26_S11__interleaved_Abundance-RPKs	AF84_S8__interleaved_Abundance-RPKs	AF62_S71__interleaved_Abundance-RPKs	AF94_S51__interleaved_Abundance-RPKs	AF02_S91__interleaved_Abundance-RPKs	AF86_S24__interleaved_Abundance-RPKs	AF59_S75__interleaved_Abundance-RPKs	AF79_S93__interleaved_Abundance-RPKs	AF81_S6__interleaved_Abundance-RPKs	AF47_S74__interleaved_Abundance-RPKs	AF82_S5__interleaved_Abundance-RPKs	AF37_S4__interleaved_Abundance-RPKs	AF67_S46__interleaved_Abundance-RPKs	AF12_S32__interleaved_Abundance-RPKs	AF45_S73__interleaved_Abundance-RPKs	AF63_S57__interleaved_Abundance-RPKs	AF57_S18__interleaved_Abundance-RPKs	AF52_S83__interleaved_Abundance-RPKs	AF71_S39__interleaved_Abundance-RPKs	AF05_S69__interleaved_Abundance-RPKs	AF39_S49__interleaved_Abundance-RPKs	AF08_S78__interleaved_Abundance-RPKs	AF49_S36__interleaved_Abundance-RPKs	AF73_S58__interleaved_Abundance-RPKs	AF09_S68__interleaved_Abundance-RPKs	AF31_S3__interleaved_Abundance-RPKs	AF40_S27__interleaved_Abundance-RPKs	AF87_S30__interleaved_Abundance-RPKs	AF21_S85__interleaved_Abundance-RPKs	AF43_S86__interleaved_Abundance-RPKs	AF66_S60__interleaved_Abundance-RPKs	AF50_S90__interleaved_Abundance-RPKs	AF36_S26__interleaved_Abundance-RPKs	AF20_S56__interleaved_Abundance-RPKs	AF68_S43__interleaved_Abundance-RPKs	AF85_S81__interleaved_Abundance-RPKs	AF30_S61__interleaved_Abundance-RPKs	AF07_S29__interleaved_Abundance-RPKs	AF17_S25__interleaved_Abundance-RPKs	AF56_S64__interleaved_Abundance-RPKs
g__Clostridium.s__Clostridium_beijerinckii	MGB038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.7272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Clostridium.s__Clostridium_beijerinckii	MGB007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4117775	0.0	1.07891	2.73009	0.0	0.0	0.0	0.0	0.0	0.0	6.43625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66907	0.0	0.0	0.0	0.0	0.0	0.0	2.142165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1595035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4872125	0.0	0.0	0.0	0.4598155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3612705	0.0	0.0	0.0	0.0	0.0	11.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Clostridium.s__Clostridium_beijerinckii	MGB036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.820982	0.0	1.19237	0.518528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.376258	0.0	0.0	0.0	0.0	0.0	0.0	0.726049	0.0	0.0	0.0	1.18898	0.0	0.0	0.0	0.0	0.0	0.200755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.2303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Clostridium.s__Clostridium_beijerinckii	MGB043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.444	0.0	1.29856	0.473762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97228	0.0	0.0	0.0	0.524479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.6815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Staphylococcus.s__Staphylococcus_simulans	MGB007	4.58207	0.0	0.0	0.0	0.0	3.80833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.59595	0.0	28.6749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71454	0.0	0.0	0.0	0.0	0.70583	0.0	0.0	0.0	50.084	0.0	0.0	0.0	0.0	0.0	0.0	4.56689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	221.581	0.0	0.0	0.0	0.0	0.0	0.0	15.5621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Staphylococcus.s__Staphylococcus_simulans	MGB029	6.11761	0.0	0.0	0.0	0.0	4.26006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.8304	0.0	64.1041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37503	0.0	0.0	0.0	0.0	1.26688	0.0	0.0	0.0	69.0658	0.0	0.0	0.0	0.0	0.0	0.0	4.93213	0.0	4.58361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	348.621	0.0	0.0	0.0	0.0	0.0	0.0	22.5484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Staphylococcus.s__Staphylococcus_simulans	MGB036	5.48499	0.0	0.0	0.0	0.0	3.17265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.4622	0.0	52.9291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.7562	0.0	0.0	0.0	0.0	0.0	0.0	5.13136	0.0	2.29971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	380.085	0.0	0.0	0.0	0.0	0.0	0.0	22.5039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Staphylococcus.s__Staphylococcus_simulans	MGB032	3.463915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.6427	0.0	29.38155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.166185	0.0	0.0	0.0	0.0	0.89767	0.0	0.0	0.0	54.329	0.0	0.0	0.0	0.0	0.0	0.0	3.538395	0.0	6.2909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	195.23	0.0	0.0	0.0	0.0	0.0	0.0	11.2605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Bacillus.s__Bacillus_licheniformis	MGB038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Bacillus.s__Bacillus_licheniformis	MGB036	6.80928	0.0	0.0	0.0	0.0	0.90994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.391007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Bacillus.s__Bacillus_licheniformis	MGB032	0.0	0.0	0.0	0.0	0.0	0.250472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Xanthomonas.s__Xanthomonas_arboricola	MGB007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Xanthomonas.s__Xanthomonas_arboricola	MGB029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.157473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Xanthomonas.s__Xanthomonas_arboricola	MGB036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0353914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
